id,domain,surface,tab,entity,operation,sourceFile,sourceLine,currentBehaviour,requiredBehaviour,apiMethodPath,validation,authorization,states,sideEffect,persistence,evidence,status,blockedBy
OP-COPILOT-TOGGLE,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",floating ✨ button on every /app/* page,,CopilotThread,read,src/components/CopilotDock.tsx,94,"Toggles local open state. Mounted in AppShell, so it is absent from /studio and from every public page.","unchanged, plus presence on the studio shell if the Copilot is meant to be global.",n/a (client state),none,member of tenant,,none,unknown,,DISCOVERED,
OP-COPILOT-OPEN-EVENT,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/sales-pos settings — 'Open Copilot',,CopilotThread,update,src/components/CopilotDock.tsx,20,"window CustomEvent 'apragya:copilot' raises the dock. The event carries NO payload, so the copilot receives none of the context the POS panel just promised ('add a field for the customer's region' etc.). Only one dispatcher exists (pos/settings.tsx:879).",Pass surface + record context so the copilot can act on it.,POST /api/v1/copilot/threads (body.context),context schema; caller must have access to the referenced record,member of tenant,,none,unknown,,DISCOVERED,
OP-COPILOT-ASK,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",Copilot dock — 'Ask or instruct…',,CopilotMessage,create,src/components/CopilotDock.tsx,26,"NO DELAY AND NO NETWORK. setFlag('usedCopilot') (which ticks the onboarding checklist), spend(2), then synchronously appends a canned paragraph. The seeded greeting invites 'install the Contracts app' and 'who approved invoice 4821?' — the dock can do neither; it has no tools, no record access and no approval path.","Persist the turn, run a real tool-using agent against tenant records, gate consequential actions behind an approval, audit every action.",POST /api/v1/copilot/threads/{id}/messages,non-empty; max length; every proposed action authorized independently,member of tenant; tool calls re-checked against the caller's own permissions,,LLM + tool calls against tenant data (none today); credit spend,unknown,,DISCOVERED,
OP-COPILOT-CREDITS-READ,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",Copilot dock header — '{n} credits left',,CreditPoolPeriod,read,src/components/CopilotDock.tsx,52,Reads creditsLeft from localStorage and formats with toLocaleString().,Server balance.,GET /api/v1/billing/credits,none,member of tenant,,none,browser-only,,DISCOVERED,
OP-COPILOT-HISTORY,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",MISSING,,CopilotThread,list,src/components/CopilotDock.tsx,11,The thread is one useState array re-seeded on every mount. Closing the dock keeps it (AppShell stays mounted) but a reload or a full page navigation loses everything. No history control exists.,Persisted threads with history and per-user scoping.,GET /api/v1/copilot/threads,paging,own threads,,none,unknown,,DISCOVERED,
OP-VIPPY-TOGGLE,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",public pages — '✦ Ask Vippy anything' pill and 💬 bubble,,VippyConversation,read,src/components/VippyWidget.tsx,74,Two separate controls open the same panel; the pill is hidden below the sm breakpoint. Rendered by SiteLayout on every marketing page.,unchanged,n/a (client state),none,anonymous,,none,unknown,,DISCOVERED,
OP-VIPPY-SEND,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",public pages — Vippy composer,,VippyConversation,create,src/components/VippyWidget.tsx,13,"Synchronously pushes the visitor's text and a canned reply that echoes it back inside curly quotes. No delay, no network, no credits, no rate limit, no persistence. Because the user's raw text is interpolated into the reply, it is the one place in this domain where untrusted input is reflected straight back into the DOM (React escapes it today, but the pattern must not survive into a server-rendered answer).","Rate-limited unauthenticated endpoint answering from public docs only, with abuse protection, retention limits and no tenant data.",POST /api/v1/public/vippy/messages,non-empty; max length; never echo unescaped input; no tenant data in scope,anonymous; IP + token bucket rate limit; CAPTCHA-free abuse controls,,LLM provider call (none today),unknown,,DISCOVERED,
OP-CREDITS-SPEND,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",every run/ask/build in this domain,,CreditLedgerEntry,create,src/lib/workspace.tsx,1020,"`if (creditsLeft < credits) return false; update(prev => ({...prev, creditsUsed: prev.creditsUsed + credits})); return true` — a read-then-write over React state persisted to localStorage. Not atomic (two tabs both pass the check), no ledger row, no reservation, no refund when the call fails, and spend(0) always returns true so zero-cost tools bypass the check entirely. creditsUsed never resets, so the 'monthly' 1000 is a lifetime cap.","Atomic reserve → settle/refund against an append-only ledger, keyed by idempotency key, inside the same transaction as the work it funds.",internal service: credits.reserve / credits.settle / credits.refund,amount > 0; sufficient balance under row lock; idempotency key unique,server-side only; never trusted from the client,,ledger write + audit event,browser-only,,DISCOVERED,
OP-CHECKLIST-COPILOT-FLAG,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",onboarding checklist — 'Try the AI Copilot',,CreditPoolPeriod,update,src/lib/workspace.tsx,1086,"setFlag('usedCopilot') fires on the first Copilot ask and permanently ticks the checklist item, even though the ask performed nothing.",Derive completion from a real persisted Copilot message.,GET /api/v1/onboarding/checklist,none,member of tenant,,none,unknown,,DISCOVERED,
OP-CHECKLIST-AGENT-FLAG,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",onboarding checklist — 'Create your first agent',,Artifact,read,src/lib/workspace.tsx,2185,"done = state.artifacts.length > 0 and the task links to /app/build/vibe-studio — so ANY Vibe artifact (a web app, a deck, an RPA bot) marks 'Create your first agent' complete, and creating an agent in either Agent Studio does not.","Tick on a real agent record, and point the task at the surface that creates one.",GET /api/v1/onboarding/checklist,none,member of tenant,,none,unknown,,DISCOVERED,
SURF-BUSINESS-SUITE-PROMPT-LAB-AGENT-STUDIOS-BO-APP-BUSINESS-,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/business,,,render,src/screens/app/business/Suite.tsx,,PARTIAL,"All states present: loading, error, empty, denied, per-tenant entitlement",,,,loaded personalised greeting with fallback MISSING:loading MISSING:error MISSING:empty MISSING:denied MISSING:per-tenant entitlement,,,,DISCOVERED,
SURF-BUSINESS-SUITE-PROMPT-LAB-AGENT-STUDIOS-BO-APP-BUSINESS-CATEGORY-ID-WRITING-SOCIAL-MARKETING-BUSINESS-CREATIVE,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/business?category={id},writing | social | marketing | business | creative | development | productivity | data | education | image,,render,src/screens/app/business/Suite.tsx,,PARTIAL,"All states present: loading, error, 404 status, paging, search, denied",,,,loaded unknown-category message MISSING:loading MISSING:error MISSING:404 status MISSING:paging MISSING:search MISSING:denied,,,,DISCOVERED,
SURF-BUSINESS-SUITE-PROMPT-LAB-AGENT-STUDIOS-BO-APP-BUSINESS-TOOL-SLUG-,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/business/tool/[slug],,,render,src/screens/app/business/Tool.tsx,,FAKE,"All states present: real output, error, cancel, run history, per-tool input form, denied, 404 for unknown slug (silently redirects)",,,,idle running (button loading) success (canned) insufficient-credits (same styling as success) MISSING:real output MISSING:error MISSING:cancel MISSING:run history MISSING:per-tool input form MISSING:denied MISSING:404 for unknown slug (silently redirects),,,,DISCOVERED,
SURF-BUSINESS-SUITE-PROMPT-LAB-AGENT-STUDIOS-BO-APP-BUSINESS-CHAT-,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/business/chat,,,render,src/screens/app/business/Chat.tsx,,FAKE,"All states present: persistence, session list/resume, streaming, error, retry, stop, export, denied",,,,empty with 6 suggestions thinking message list insufficient-credits MISSING:persistence MISSING:session list/resume MISSING:streaming MISSING:error MISSING:retry MISSING:stop MISSING:export MISSING:denied,,,,DISCOVERED,
SURF-BUSINESS-SUITE-PROMPT-LAB-AGENT-STUDIOS-BO-APP-PROMPT-LAB-,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/prompt-lab,,,render,src/screens/app/PromptLab.tsx,,FAKE,"All states present: save template, template CRUD, variable binding, multi-model compare, run history, error, cancel, input validation",,,,empty running result (fabricated metering) insufficient-credits MISSING:save template MISSING:template CRUD MISSING:variable binding MISSING:multi-model compare MISSING:run history MISSING:error MISSING:cancel MISSING:input validation,,,,DISCOVERED,
SURF-BUSINESS-SUITE-PROMPT-LAB-AGENT-STUDIOS-BO-APP-BUILD-VIBE-STUDIO-,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/vibe-studio,,,render,src/screens/app/VibeStudio.tsx,,PARTIAL,"All states present: failure, cancel, artifact open/rename/delete, version history, rollback, publish permission check, Progress/Playbooks/Settings tabs (all no-op), empty-prompt feedback on capability cards",,,,idle building (4 fake steps) done artifact list published badge MISSING:failure MISSING:cancel MISSING:artifact open/rename/delete MISSING:version history MISSING:rollback MISSING:publish permission check MISSING:Progress/Playbooks/Settings tabs (all no-op) MISSING:empty-prompt feedback on capability cards,,,,DISCOVERED,
SURF-BUSINESS-SUITE-PROMPT-LAB-AGENT-STUDIOS-BO-APP-BUILD-AGENT-STUDIO-,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/build/agent-studio,,,render,src/screens/app/AgentStudio.tsx,,FAKE,"All states present: reachable entry point, load a real agent, add/remove/connect nodes, editable inspector, execute tests, deploy, error, empty, denied",,,,canvas node list node selection static inspector static tests runs pointer MISSING:reachable entry point MISSING:load a real agent MISSING:add/remove/connect nodes MISSING:editable inspector MISSING:execute tests MISSING:deploy MISSING:error MISSING:empty MISSING:denied,,,,DISCOVERED,
SURF-BUSINESS-SUITE-PROMPT-LAB-AGENT-STUDIOS-BO-STUDIO-,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio,,,render,src/screens/studio/AgentStudio.tsx,,PARTIAL,"All states present: agent creation, 9 sidebar destinations, working search, real attachments, activity chart data, failure, denied, empty-workspace state",,,,build composer attachment chips sent confirmation help panel template browser agent health (from local runs) calendar theme toggle MISSING:agent creation MISSING:9 sidebar destinations MISSING:working search MISSING:real attachments MISSING:activity chart data MISSING:failure MISSING:denied MISSING:empty-workspace state,,,,DISCOVERED,
SURF-BUSINESS-SUITE-PROMPT-LAB-AGENT-STUDIOS-BO-STUDIO-WORKSPACE-WORKSPACEID-HOME-,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/studio/workspace/[workspaceId]/home,,,render,src/screens/studio/AgentStudio.tsx,,SHELL_ONLY,"All states present: workspace resolution, 404 for unknown id, authorization against the workspace, any scoping at all",,,,identical render to /studio MISSING:workspace resolution MISSING:404 for unknown id MISSING:authorization against the workspace MISSING:any scoping at all,,,,DISCOVERED,
SURF-BUSINESS-SUITE-PROMPT-LAB-AGENT-STUDIOS-BO-APP-AGENT-PORTAL-,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/agent-portal,,,render,src/screens/app/AgentPortal.tsx,,PARTIAL,"All states present: 4 filter chips that are permanently empty, real execution, run input, failure, paging, FIN bundle has no installable app",,,,catalogue list search + no-match installed vs not-installed card recent runs empty runs MISSING:4 filter chips that are permanently empty MISSING:real execution MISSING:run input MISSING:failure MISSING:paging MISSING:FIN bundle has no installable app,,,,DISCOVERED,
SURF-BUSINESS-SUITE-PROMPT-LAB-AGENT-STUDIOS-BO-APP-RUNS-,"Business Suite, Prompt Lab, Agent Studios (both), Vibe Studio, Copilot + public Vippy",/app/runs,,,render,src/screens/app/Runs.tsx,,PARTIAL,"All states present: filter/search/date range, paging, retention beyond 25, replay, per-run distinct trace, failure states",,,,empty list expandable trace MISSING:filter/search/date range MISSING:paging MISSING:retention beyond 25 MISSING:replay MISSING:per-run distinct trace MISSING:failure states,,,,DISCOVERED,
